0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Medical Music Therapy,Music Intervention,Music Therapy,Music Therapy Theory,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art and Technology,Contemporary Art,Data Visualization,Eco Art,Interactive Installation Art,Pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Thinking Framework,Leaf Packaging,Package Design,Plastic Waste,Pollution,Single-Use Packaging,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok Music,Musical Hymns,Religious Performance,Sangeetacharya Musician,Sikh Music,Urban Music Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic achievement,CU-TEP,Predictive validity,Writing tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biocompatibility,Cytotoxicity,Metal ion,Orthodontic mini-implant,Osteoclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coagent,polybenzoxazine,radiation vulcanization,toughening filler,ultrafine fully vulcanized powdered natural rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estuarine,Histopathology,Liver,Teleost,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood glucose,Immunity,Inflammation,Lingzhi,Longan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macrothrombocytopenia,MYH9 disorder,novel pathogenic MYH9 variant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anisotropic clay,Finite element limit analysis,Plane strain,Pullout capacity,Suction caisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biofilm,Exopolysaccharide,Microalgae,Mudflat,Sediment stability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire,Hotspot,MODIS,Pattern,Spatial,Temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conditional Value-at-Risk,Copula,Multivariate Distribution Function,Tourism & Hospitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Cigarettes,factors,prevalence,Thailand,youth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabulum,computed tomography,Maltese,radiograph,Shih Tzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon cancer,Colon cancer screening,Colonoscopy,Fecal immunochemical test,FIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadron-Hadron scattering (experiments),Higgs physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha-mangostin,Cerebral ischemia reperfusion injury,Nanostructured lipid carrier,Neurodegeneration,Oxidative stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Standard Model,Hadron-Hadron scattering (experiments),Lepton production,Particle and resonance production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large detector systems for particle and astroparticle physics,Muon spectrometers,Trigger detectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assessment center,Labor room,Nursing competency,Nursing practice,Nursing student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human value creating global citizenship,School management,Soka network schools,The whole school approach,Value creating education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elderly,Health literacy,Learning resource center,Technology utilization model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community network,Guidelines,Informal education,Lifelong education,Non-formal education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee engagement,Employee value proposition,Human resources,Leader,Retention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A process of lifelong learning,Family strengths,Guideline,Lifelong learning in family,Thai family culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrogen deficiency,Phosphorus deficiency,Propiconazole,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,CO2,Cu loading amount,Cu/ZnO/Al2O3(CZA),Hydrogenation,Methanol production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antimalarial,Asteraceae,ethnobotany,genetic relationship,phylogeny,phytochemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
climate change,global warming,heatwave,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capillary electrophoresis,leonurine,Leonurus sibiricus L.,standardization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnaporthe oryzae,MALDI-MSI,Oryza sativa,phytoalexins,rice RD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattonella,Chattonella marina,Chattonella subsalsa,Distribution,East Asia,Fisheries damage,Mucocyst,Population structure,Southeast Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiac surgery,ketamine,postoperative delirium,propofol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjuvant,COVID-19,Plant-based vaccine,Receptor-binding domain,SARS-CoV-2,Sub-unit vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angioedema,COVID-19,Cutaneous,Pityriasis rosea,Urticaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colistin,Escherichia coli,mcr,mobile colistin resistance,slaughtered pig,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Environment,Fishing,Gender,Inequality,IWRM,Poverty,Rice,Social–hydrological,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acute stroke treatment,Emergency neurology,Screening score,Stroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aortic surgery,Cardiac surgery,Cardiopulmonary bypass,Encephalopathy,Postoperative neurological complications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acute nonspecific upper respiratory tract infections,Andrographis paniculata,Andrographolide,Common cold,Pharyngitis,URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiogenic shock,Factors affecting survival rate,In hospital survival rate,Venoarterial extracorporeal membrane oxygenation (VA ECMO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depression,Pre-organ transplantation patients,Psychiatric prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19,dialysis,DOPPS,international,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioimaging,BODIPY,Ferric ions,Fluorescence,Pyridyl group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalian target of rapamycin (mTOR),Natural compounds,Phosphatidylinositol‐3‐kinase (PI3K),Protein kinase B (PKB/AKT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acute liver failure,Dialysis supports,Extracorporeal removal,Extracorporeal therapy,Liver transplantation,Pediatric critical care,Pediatric intensive care,Plasma exchange,Poisoning,Therapeutic Plasma Exchange,Yellow phosphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calculus-based trust (CBT),consumer psychological reactance,consumer trust,mobile commerce (m-commerce),trust repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acute myeloblastic leukemia,Acute promyelocytic leukemia,Leukemic complications,Peripheral blood blast,Philadelphia chromosome-positive AML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Androgen antagonists,Cyproterone acetate,Feminizing hormone therapy,Gender dysphoria,Spironolactone,Transgender persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apoptosis,BmKn-2,Canine mammary gland tumor,Scorpion venom peptide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Classification,dysphagia,high-resolution manometry,hypercontractile esophagus,jackhammer esophagus,non-cardiac chest pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizen behavior,Connection quality,Current technology of electronic government,Electronic government outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antibiotic-resistance,Antimicrobial peptides,Biopharmaceuticals,Heterologous expression,Molecular farming,Plant expression system,Stable expression,Transient expression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antimalarial activity,Heme polymerization inhibition activity,Hybrid drug,Primaquine,Structure–activity relationship,Tetraoxane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gut health,Gut microbiome,Lawsonia intracellularis,Pigs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclin D1,Cytochrome P450,Molecular docking,Momordica charantia,Neurotoxicity,P38 MAPK,P53,Polycyclic aromatic hydrocarbons,Stigmasterol,Vitamin E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic material balance,Gas reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curcumin,Mycophenolic acid,Prodrug,Psoriasis,TNF-α induced HaCaT cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D‐printing,Hydrogel,Material for 3D‐printing,Silk fibroin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunoassays,Periodontal bacteria,Quartz crystal microbalance biosensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coinheritance,hemoglobin Constant Spring,hemoglobin H disease,hemoglobin Tak,hemolytic anemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,Antiplatelet aggregation,Arachidonic acid,CAMP,Cyclooxygenase en-zymes,Lusianthridin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone char,Fluorosis,Hydroxyapatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulky Zn,CO2reduction,Electrocatalysis,Electrodeposition,Zn dendrite,Zn/Cu electrode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levofloxacin,Monte Carlo simulations,multidrug-resistant tuberculosis,pharmacodynamics,population pharmacokinetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anionic surfactants,Cationic surfactant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autophagy,Cancer,Herbal tea,Inflammation,Metabolic disorders,Neurodegenerative diseases,Oxidative stress,Phytochemicals,Phytotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backlog,consensus,coronavirus,Delphi,endoscopy,pandemic,pathways,recommendations,resources,resumption,surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biosimilar,Metastatic breast cancer,Overall survival,Trastuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asymptomatic transmission,COVID-19,SARS-CoV-2 in wastewater,SARS-CoV-2 viral RNA,Wastewater,Wastewater of Bangkok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additive manufacturing,Core–shell structure,Metal powder,Nitriding,Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical cancer,Cervical cancer brachytherapy recommendations,CT based contouring,CT environments,IGABT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cement,Fly ash,Road materials,Sediment,Soil stabilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barriers,Dialysis,Exercise,Motivations,Physical activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aglepristone,bitch,dioestrus,histomorphometry,receptor,uterus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extended infusion,Multidrug-resistant organisms,Paediatrics,Piperacillin,Therapeutic drug monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latency period,Micronized progesterone,Preterm labor,Supplementation,Vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancylostoma,Enteric parasites,Epidemiology,Giardia,Retrovirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chigger-borne disease,Rickettsiosis,Scrub typhus,Species composition. chigger abundance,Spotted fever rickettsiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deamidation,engineered colloids,food protein,functionality,protein modification,protein-glutaminase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
children,meta-analysis,network,treatment,trigger thumb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanobacteria,Exopolysaccharides,Gluconeogenesis,Glycogen synthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betamethasone dipropionate,calcipotriol,long-term care,psoriasis,topical administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCSD(T),DFT,MP2,Palladium recovery,Stripping mechanism,Synergistic solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19q,1p,Astrocytoma,Diffuse midline glioma,Glioblastoma,Glioma,IDH,Oligodendroglioma,TERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Degradation,Modified thermoplastic starch,Polylactide,Reactive extrusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeze-thaw stability,Starch gel,Texture,Thermal properties,X-ray diffraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corporate governance,corporate social responsibility,employee commitment,externalities hypothesis,financial crisis,inclusive corporate policies,innovative activities,LGBT,research and development,resource hypothesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beach sand,Coastal pollution,Ocean surface circulation,Small plastic debris,Western Gulf of Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andaman Sea,Estuarine sediments,Microplastic pollution,Plastic-debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gait,Kinematics,Lower extremity,Motion analysis,Plantar fasciitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK polyomavirus,ELISPOT,Immune-monitoring,Interferon-γ,Kidney transplantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetic diversity,Haplotype network,Head lice,Insect,Population structure,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adaptive large neighborhood search,Capacitated vehicle routing problem,Music rehearsal problem,Scheduling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drought,Norway spruce,sap flow,Scotts pine,topographic position,tree size,tree transpiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental pulp stem cells,Notch,Proliferation,Stem cells isolated from apical papilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
additives,CsSnI3,inorganic perovskites,oxidation,solar cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artificial neural networks,Bed inventory,Bed temperature,Maximum pressure drop,Minimum fluidization velocity,Particle size distribution (PSD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biohydrogenated diesel,Catalyst coating,Deoxygenation,Electrophoretic deposition,Microscale-based reactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuous jig,Discharge device,Plastic,Recycling,Restraining wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigen,Colostrum,Enzyme-linked immunosorbent assay,Milk,Neutralizing antibody,Porcine epidemic diarrhea virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circular Economy,Copper and critical metals,E-wastes,Porphyry copper deposits,Recycling,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biocarbon,Hydrophobic,Oil/water separation,Oleophilic,Sorption,Water pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold recovery,Life cycle assessment,Material flow analysis,Waste management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acutely ill patients,adults,rapid exome sequencing,Thai,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3-Dipolar cycloaddition,Hepatocellular carcinoma (HCC),Multi-kinase inhibitor,Sorafenib analogue,Triazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attachment,Cross-cultural,Emotional crying,Emotional tears,Social support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODIPY,Gold,Oxidation,Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exergoeconomic analysis,Exergy,Furfural production,Reactive distillation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamom mountain,genetic bottleneck,mahseer,population differentiation,protected areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biochemical recurrence,correct detection rate,PET,positive predictive value,prostate-specific membrane antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation mechanisms,Distributed photovoltaics,Equity,Solar policy,Southeast Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19 medical waste,Disinfection techniques,Energy conversion,Medical waste management,Pyrolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chemotherapy,medulloblastoma,radiotherapy,secondary malignancy risk incidence ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antioxidants,Autoimmune,IgM,Inflammation,Neuroimmune,Oxidative and nitrosative stress,Tryptophan catabolites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alveolar cleft,Autologous iliac bone,Bone grafting,Cone beam computed tomography,Platelet-rich fibrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job stress,occupational burnout,perceived social support,psychological capital,structural equation modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19,Government,Indonesia,Infections,Nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campylobacter jejuni,Chicken skin,Decontamination,Spoilage bacteria,Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-generating procedure,EGD,prone position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instrument development,nurse,quality nursing care,reliability,validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16S rRNA gene amplicon sequencing,Anaerobic condition,Constrained correspondence analysis,dsrB gene clone library,Water pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cardiovascular magnetic resonance imaging,dilated cardiomyopathy,myocardial fibrosis,outcomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fimbristylis ovata,Neurotoxicity,Oxidative stress,Pro-inflammatory cytokines,SH-SY5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constant power load (CPL),electric vehicle,fuel cell (FC),interconnection and damping-assignment-passivity-based controller (IDA-PBC),Lyapunov function,microgrid,multiphase interleaved step-up converter,port-Hamiltonian (pH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dietary potassium,Food record,Hypokalemia,Peritoneal dialysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
music education management in Thailand,music education status in Thailand,problems in music education management in Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cone-beam computed tomography,obstructive sleep apnea,orthognathic Surgery,three-imensional Image,airway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
congenital,Heart defects,homologous,pulmonary valve,risk factors,survival rate,ventricular outflow obstruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cosmetics,litter,oil,proteins,pupae,silkworm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anionic–nonionic mixed surfactant,Hydrophilic–lipophilic deviation (HLD),Interfacial tension (IFT),Microemulsions,Middle phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ablative fractional carbon-dioxide laser,timolol,wound healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisphosphonate,dental disease,dentin,dentinogenesis imperfecta,osteoporosis,skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antibacterial property,filler,nanocomposites,nanosilver-doped carbon black,Polyethylene terephthalate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidic medium,Coir,Reinforcement,Thermal properties,Tribological properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antibacterial,Bone tissue engineering,Hydroxyapatite,Mangosteen extract,Mineralization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMIN,quality of life,radiotherapy,validity,xerostomia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balloon-expandable,Infective endocarditis,Meta-analysis,Self-expandable,Systematic reviews,Transcatheter aortic valve replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Learning,Nowcasting,Physical Processes,Radar Images,Spatial-Temporal Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
component,ensemble model,fusion-based classification,hierarchical model,prediction football match result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facial makeup,machine learning,rule-based classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19,FR-TSVM,Public Places,TSVM,VGG-16,Wear Mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
density-based outlier factor,Mass-ratio-variance,outlier factor,parameter- free method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abusive language detection,Large scale social networks),Thai natural language processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antibacterial effects,Copper/copper oxides nanoparticles,Hydrothermal method,Ultrasonication method,Ultrasono-electrochemical method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artificial neural networks,Machine learning,Natural language processing,Sequence tagging model,Thai language,Thai sentence segmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extraction recovery,Moringa oleifera,Oil seed,Screw press,Supercritical carbon dioxide extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORDEX,model evaluation,regional climate modelling,Southeast Asia,tropical cyclone,Western North Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio Features,Big Five,Music Preference,Music Streaming,Personality Trait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Vision,Deep Learning,RetinaNet,Web components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacteria,coral bleaching,coral reefs,fungi,microbiome,next generation sequencing,small eukaryotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital video broadcasting-terrestrial (DVB-T),Non-orthogonal multiple access (NOMA),software-defined radio (SDR),successive interference cancellation (SIC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5G,ANN,Classifier,OFDM,PAPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic Chinese vocabulary,C# scripts,supermarket,Unity,virtual reality (VR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D Train Model,Bangkok,BTS,Train Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Station,IEEE802.11,MAC Protocol,Wireless LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5G wireless network,dementia,mild cognitive impairment,video games,Virtual reality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPLS,SDN,Segment Routing,SR-TE,Traffic Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuous Monitoring Application,Event-Driven Application,Medium access control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid e-nose,metal-oxide semiconductor gas sensors,paper-based colorimetric sensors,VOC classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acute kidney injury,Fcgr2b deficient mice,neutrophil extracellular traps,renal ischemia reperfusion injury,systemic lupus erythematosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex hydride,Diffusion kinetics,Hydrogen release,Lightweight hydride,Phase stability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durio zibethinus,metabolome analysis,ripening-associated metabolites,taste precursors,transcriptome analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
authenticity,commodification of language,emplacement,Germany,linguistic landscape,restaurant signs,sign-genres,Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadmium ion,Coordination complex,Fluorescent dye,Optical sensor,Zinc ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benzothiazole,Copper,Drinking water,Fluorescence,Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canine,degenerative mitral valve disease,plasma,platelet,pulmonary hypertension,serotonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu foam,Electrokinetic remediation (EK),Hg migration,Manganese oxide (MnO2),Marine sediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulose,hemicelluloses,and lignin,Isothermal torrefaction,Lignocellulosic biomass,Particle swarm optimization,TG-FTIR spectra,Two-step kinetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangrove,n-Alkanes,Sea-level changes,The Gulf of Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT+U,Film thickness,Mn-doped ZnO,Sol-gel spin coating method,Structural properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti-counterfeit marking,Bacterial cellulose,Cellulose nanocrystal,Nanocomposites,ZnO quantum dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyric acid,Enteroendocrine cells,Etiology,Microbiota,Short-chain fatty acids,Superdonor,Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anti-biofilm,anti-conjugation,colistin resistance,Escherichia coli,mcr gene,probiotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aging,caenorhabditis elegans,daf-16,glutamate toxicity,HT22,neuroprotection,oxidative stress resistanc,vitis vinifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biodiversity exploration,Coral reefs,Gulf of Thailand,Heterobranchia,Soft sediment habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diffusivity,Foam characteristics,Froth flotation,Interfacial adsorption,Motor oil removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biofilm structure,Floc characteristics,Microbial community,Microplastics (MPs),Sequencing batch membrane bioreactor (SB-MBR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2capture,Mixed matrix membranes,Permeability,Polysulfone,Porphyrin,Selectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AstraZeneca,Coronavirus,COVID-19,Heterologous vaccination,Sinovac,Vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
